,CONT_ID,GENDER,AGE_YEARS,HIGHEST_EDU,ANNUAL_INVEST,ANNUAL_INCOME,ACTIVITY_LEVEL,CHURN
3005,1009578470,0,77.83,1,0.0,13735.0,4,0
3006,1009578480,1,44.12,1,0.0,20365.0,1,1
3007,1009578490,1,47.26,1,0.0,17496.0,3,0
3008,1009578500,0,80.06,4,0.0,28946.0,3,0
3009,1009578510,1,81.89,1,0.0,22604.0,1,0
3010,1009578520,1,56.64,4,0.0,18848.0,2,0
3011,1009578530,1,75.94,4,0.0,24097.0,1,0
3012,1009578540,1,36.86,1,0.0,21863.0,0,1
3013,1009578550,1,65.58,1,0.0,16817.0,2,0
3014,1009578560,1,55.48,2,78037.0,178142.0,1,0
3015,1009578570,0,48.01,3,84246.0,190756.0,3,0
3016,1009578580,0,61.73,3,102853.0,113855.0,1,0
3017,1009578590,1,69.53,4,0.0,20884.0,1,0
3018,1009578600,1,70.56,3,87459.0,77802.0,0,0
3019,1009578610,1,38.12,1,0.0,19465.0,0,1
3020,1009578620,1,67.32,5,84638.0,2428245.0,3,0
3021,1009578630,0,52.1,3,82081.0,170128.0,2,0
3022,1009578640,1,64.03,1,0.0,20022.0,2,0
3023,1009578650,0,60.81,4,0.0,22518.0,1,0
3024,1009578660,0,77.41,1,0.0,22788.0,3,0
3025,1009578670,1,74.71,1,0.0,18109.0,2,0
3026,1009578680,1,55.34,1,0.0,22261.0,3,0
3027,1009578690,0,34.52,4,0.0,22392.0,1,1
3028,1009578700,0,39.7,4,0.0,21240.0,2,0
3029,1009578710,0,43.22,1,0.0,15701.0,1,0
3030,1009578720,0,52.38,1,0.0,19045.0,3,0
3031,1009578730,0,68.44,1,0.0,14060.0,3,0
3032,1009578740,0,48.04,1,0.0,18775.0,1,0
3033,1009578750,0,46.23,4,0.0,15006.0,2,0
3034,1009578760,1,25.41,1,0.0,16971.0,5,0
3035,1009578770,1,45.66,1,0.0,28067.0,4,0
3036,1009578780,1,61.4,1,0.0,22905.0,3,0
3037,1009578790,0,51.43,4,9617.0,47241.0,1,0
3038,1009578800,1,76.95,1,0.0,31964.0,3,0
3039,1009578810,0,79.59,1,0.0,16665.0,3,0
3040,1009578820,0,68.41,1,0.0,19150.0,2,0
3041,1009578830,0,70.81,1,0.0,14212.0,2,0
3042,1009578840,0,48.45,1,0.0,13039.0,1,0
3043,1009578850,0,59.08,2,5052.0,25919.0,3,0
3044,1009578860,1,45.44,1,0.0,15499.0,1,0
3045,1009578870,1,49.64,3,74025.0,97865.0,3,0
3046,1009578880,0,51.22,4,14013.0,66768.0,2,0
3047,1009578890,1,75.06,4,0.0,20665.0,1,1
3048,1009578900,0,40.84,1,0.0,36076.0,2,0
3049,1009578910,1,31.25,4,8004.0,61893.0,2,0
3050,1009578920,1,40.15,1,0.0,15357.0,2,0
3051,1009578930,1,75.63,1,0.0,16209.0,2,0
3052,1009578940,1,49.42,1,0.0,18414.0,0,0
3053,1009578950,0,70.06,1,0.0,18297.0,1,0
3054,1009578960,0,21.68,1,0.0,13691.0,1,1
3055,1009578970,0,61.51,1,0.0,13522.0,2,0
3056,1009578980,1,30.93,1,0.0,22494.0,4,0
3057,1009578990,1,58.12,4,0.0,16715.0,3,1
3058,1009579000,0,45.91,1,0.0,19011.0,1,1
3059,1009579010,1,43.92,4,0.0,14202.0,4,0
3060,1009579020,0,47.61,4,0.0,20856.0,2,0
3061,1009579030,1,28.77,1,0.0,16496.0,1,1
3062,1009579040,0,28.46,4,0.0,21796.0,2,0
3063,1009579050,1,49.86,2,100146.0,67222.0,1,0
3064,1009579060,1,44.67,4,0.0,21396.0,0,1
3065,1009579070,0,65.65,2,10890.0,27653.0,1,0
3066,1009579080,1,61.4,4,0.0,22608.0,1,0
3067,1009579090,0,47.83,4,8191.0,66674.0,2,0
3068,1009579100,0,43.49,4,0.0,27638.0,1,0
3069,1009579110,1,27.76,1,0.0,13728.0,1,1
3070,1009579120,1,32.43,4,5823.0,35413.0,3,0
3071,1009579130,0,55.14,4,8318.0,36303.0,2,0
3072,1009579140,1,52.3,4,7841.0,55619.0,0,0
3073,1009579150,1,40.05,4,6136.0,38121.0,1,1
3074,1009579160,1,44.7,1,0.0,22910.0,2,0
3075,1009579170,1,65.43,2,11734.0,33521.0,3,0
3076,1009579180,0,34.07,4,0.0,20499.0,1,1
3077,1009579190,0,64.81,4,0.0,24243.0,2,0
3078,1009579200,1,32.98,1,0.0,20062.0,1,1
3079,1009579210,0,62.55,2,76941.0,200898.0,3,0
3080,1009579220,0,21.39,1,0.0,17123.0,1,1
3081,1009579230,0,22.81,1,0.0,21584.0,0,1
3082,1009579240,0,88.43,1,0.0,27495.0,1,0
3083,1009579250,1,81.31,1,0.0,21921.0,5,0
3084,1009579260,0,60.52,1,0.0,17053.0,4,0
3085,1009579270,1,35.33,1,0.0,13427.0,0,1
3086,1009579280,0,57.41,4,0.0,21971.0,2,0
3087,1009579290,1,50.54,1,0.0,22656.0,1,0
3088,1009579300,0,54.05,1,0.0,22379.0,0,0
3089,1009579310,1,56.84,1,0.0,19707.0,1,0
3090,1009579320,1,51.94,4,0.0,21260.0,2,0
3091,1009579330,1,48.22,4,0.0,15567.0,2,0
3092,1009579340,1,38.37,4,0.0,15370.0,2,0
3093,1009579350,1,62.99,1,0.0,16780.0,0,0
3094,1009579360,0,51.81,1,0.0,18998.0,2,0
3095,1009579370,1,50.38,4,5519.0,32251.0,2,0
3096,1009579380,1,38.25,3,107473.0,142299.0,4,0
3097,1009579390,0,28.76,1,0.0,18647.0,3,1
3098,1009579400,1,41.38,4,0.0,16868.0,2,0
3099,1009579410,1,37.89,1,0.0,19906.0,0,1
3100,1009579420,1,66.7,1,0.0,16425.0,1,0
3101,1009579430,1,36.23,1,0.0,15585.0,1,0
3102,1009579440,1,47.3,1,0.0,18159.0,2,1
3103,1009579450,1,72.75,4,0.0,14044.0,1,0
3104,1009579460,0,56.54,2,100277.0,123830.0,2,0
3105,1009579470,0,23.57,4,8062.0,48484.0,3,1
3106,1009579480,1,38.0,4,0.0,21230.0,4,0
3107,1009579490,0,46.35,4,0.0,13573.0,3,0
3108,1009579500,1,56.82,1,0.0,15019.0,4,0
3109,1009579510,1,37.17,1,0.0,15442.0,2,0
3110,1009579520,1,31.83,1,0.0,13070.0,1,1
3111,1009579530,1,38.01,1,0.0,13962.0,2,0
3112,1009579540,1,60.95,4,0.0,23532.0,5,0
3113,1009579550,1,85.09,1,0.0,36706.0,1,0
3114,1009579560,0,56.36,1,0.0,25831.0,3,0
3115,1009579570,0,42.15,1,0.0,14830.0,2,0
3116,1009579580,0,27.92,1,0.0,21106.0,3,1
3117,1009579590,1,74.73,4,0.0,26985.0,4,0
3118,1009579600,1,66.9,1,0.0,20986.0,5,0
3119,1009579610,1,37.67,4,12545.0,59031.0,2,0
3120,1009579620,0,35.16,4,0.0,15930.0,5,0
3121,1009579630,0,74.98,4,0.0,18224.0,2,0
3122,1009579640,0,35.86,4,0.0,21630.0,1,0
3123,1009579650,0,38.39,4,13897.0,27875.0,2,0
3124,1009579660,0,23.46,1,0.0,18163.0,3,1
3125,1009579670,0,63.58,1,0.0,22181.0,1,0
3126,1009579680,1,55.5,4,0.0,20848.0,3,0
3127,1009579690,1,28.15,2,13227.0,21215.0,2,0
3128,1009579700,0,39.52,1,0.0,22238.0,0,1
3129,1009579710,1,89.56,4,6259.0,21395.0,1,0
3130,1009579720,0,39.39,1,0.0,20489.0,1,1
3131,1009579730,0,85.25,4,0.0,19276.0,2,0
3132,1009579740,0,55.68,4,0.0,14759.0,2,0
3133,1009579750,1,56.93,2,11497.0,53156.0,1,0
3134,1009579760,1,50.83,1,0.0,32894.0,1,0
3135,1009579770,1,57.52,4,0.0,21297.0,1,0
3136,1009579780,1,39.26,4,0.0,19557.0,0,1
3137,1009579790,1,51.27,1,0.0,16869.0,4,0
3138,1009579800,0,44.39,1,0.0,23487.0,2,0
3139,1009579810,0,50.59,1,0.0,18032.0,4,0
3140,1009579820,0,20.17,4,8533.0,51219.0,5,1
3141,1009579830,1,23.59,1,0.0,13328.0,3,0
3142,1009579840,0,45.0,1,0.0,21903.0,0,1
3143,1009579850,1,59.54,4,10096.0,26799.0,4,0
3144,1009579860,0,37.41,1,0.0,22628.0,1,0
3145,1009579870,1,26.58,1,0.0,22350.0,4,0
3146,1009579880,0,61.16,1,0.0,17124.0,1,1
3147,1009579890,1,60.63,4,0.0,19583.0,1,0
3148,1009579900,1,65.86,1,0.0,34322.0,4,0
3149,1009579910,0,49.56,4,8410.0,49247.0,4,0
3150,1009579920,1,50.96,4,0.0,22409.0,1,0
3151,1009579930,1,65.96,1,0.0,23804.0,4,0
3152,1009579940,1,57.8,2,83250.0,227844.0,1,0
3153,1009579950,1,51.78,4,0.0,20008.0,0,1
3154,1009579960,1,49.9,4,0.0,15812.0,2,0
3155,1009579970,0,29.33,1,0.0,15742.0,2,0
3156,1009579980,0,54.58,1,0.0,24519.0,2,0
3157,1009579990,0,77.21,1,0.0,15311.0,3,0
3158,1009580000,0,25.08,4,13659.0,28146.0,4,0
3159,1009580010,1,45.78,4,0.0,33913.0,5,0
3160,1009580020,0,32.26,1,0.0,24270.0,4,0
3161,1009580030,0,41.57,4,0.0,14571.0,2,0
3162,1009580040,0,37.46,4,0.0,31441.0,2,0
3163,1009580050,0,50.36,1,0.0,19888.0,1,0
3164,1009580060,0,53.12,1,0.0,14655.0,1,0
3165,1009580070,1,44.47,1,0.0,21749.0,0,1
3166,1009580080,0,30.16,1,0.0,21416.0,5,0
3167,1009580090,1,34.6,1,0.0,14243.0,1,1
3168,1009580100,0,45.62,1,0.0,14383.0,1,0
3169,1009580110,1,52.73,1,0.0,20953.0,2,1
3170,1009580120,0,49.86,1,0.0,17806.0,3,1
3171,1009580130,1,57.56,1,0.0,13054.0,4,0
3172,1009580140,1,32.7,2,92907.0,178326.0,2,0
3173,1009580150,0,37.66,4,5027.0,30147.0,2,0
3174,1009580160,0,64.02,1,0.0,28486.0,1,1
3175,1009580170,1,25.6,1,0.0,19794.0,3,0
3176,1009580180,1,59.32,1,0.0,37994.0,1,1
3177,1009580190,0,30.91,1,0.0,14144.0,0,1
3178,1009580200,1,40.03,1,0.0,14971.0,3,0
3179,1009580210,0,48.31,4,6270.0,38743.0,1,0
3180,1009580220,1,61.42,4,13556.0,36906.0,4,0
3181,1009580230,0,58.62,1,0.0,19526.0,2,0
3182,1009580240,0,52.17,1,0.0,28958.0,4,0
3183,1009580250,1,36.45,4,9396.0,59292.0,5,0
3184,1009580260,0,24.28,2,82451.0,226822.0,1,1
3185,1009580270,0,58.25,1,0.0,24591.0,2,0
3186,1009580280,0,60.21,4,0.0,23922.0,2,0
3187,1009580290,0,57.95,1,0.0,13222.0,1,1
3188,1009580300,0,62.26,2,95754.0,69320.0,2,0
3189,1009580310,0,67.27,1,0.0,35003.0,2,0
3190,1009580320,1,35.07,1,0.0,37022.0,2,0
3191,1009580330,0,55.02,1,0.0,21324.0,1,0
3192,1009580340,1,26.44,1,0.0,19635.0,2,1
3193,1009580350,1,45.64,4,14742.0,48977.0,1,0
3194,1009580360,1,35.77,4,11782.0,64028.0,2,0
3195,1009580370,0,59.86,1,0.0,16546.0,4,0
3196,1009520370,1,63.23,4,0.0,13035.0,3,0
3197,1009520380,1,58.51,1,0.0,18267.0,0,0
3198,1009520390,0,31.1,2,111192.0,129276.0,2,0
3199,1009520400,0,49.84,1,0.0,17867.0,2,0
3200,1009520410,1,53.33,1,0.0,17576.0,1,0
3201,1009520420,1,47.72,3,90419.0,111569.0,5,0
3202,1009520430,0,48.46,2,11258.0,20142.0,1,1
3203,1009520440,0,34.38,1,0.0,33727.0,2,0
3204,1009520450,1,47.09,1,0.0,17678.0,2,0
3205,1009520460,1,41.47,1,0.0,20747.0,2,0
3206,1009520470,0,38.64,4,0.0,22684.0,1,0
3207,1009520480,0,79.02,4,0.0,18594.0,1,0
3208,1009520490,1,44.76,4,13635.0,31180.0,2,1
3209,1009520500,1,31.89,1,0.0,21980.0,1,0
3210,1009520510,1,68.35,1,0.0,20891.0,2,0
3211,1009520520,0,34.2,4,7088.0,38005.0,0,1
3212,1009520530,1,64.3,1,0.0,16650.0,1,0
3213,1009520540,0,57.29,2,5111.0,22438.0,1,1
3214,1009520550,0,57.83,4,9669.0,32600.0,2,0
3215,1009520560,0,26.76,1,0.0,17812.0,0,1
3216,1009520570,0,36.12,1,0.0,15069.0,3,0
3217,1009520580,0,36.13,4,0.0,15069.0,3,0
3218,1009520590,1,58.16,4,12402.0,34229.0,2,0
3219,1009520600,0,38.24,4,0.0,14419.0,3,0
3220,1009520610,0,47.58,1,0.0,29969.0,2,0
3221,1009520620,1,33.27,1,0.0,25313.0,2,0
3222,1009520630,1,57.32,2,11331.0,40597.0,3,0
3223,1009520640,1,43.5,4,0.0,13797.0,4,0
3224,1009520650,1,22.29,1,0.0,16832.0,2,1
3225,1009520660,1,72.78,1,0.0,19673.0,1,1
3226,1009520670,0,40.88,4,0.0,17312.0,2,0
3227,1009520680,1,62.07,1,0.0,17599.0,2,1
3228,1009520690,1,72.6,4,0.0,15869.0,4,0
3229,1009520700,1,53.22,4,11270.0,25854.0,3,0
3230,1009520710,1,86.16,1,0.0,15385.0,2,0
3231,1009520720,0,65.9,1,0.0,19061.0,4,0
3232,1009520730,1,35.43,2,11349.0,20414.0,0,1
3233,1009520740,0,34.27,1,0.0,37209.0,2,0
3234,1009520750,0,48.25,1,0.0,13119.0,1,0
3235,1009520760,0,44.8,1,0.0,20636.0,4,0
3236,1009520770,1,69.79,1,0.0,13770.0,1,0
3237,1009520780,0,70.56,1,0.0,28909.0,3,0
3238,1009520790,0,37.55,1,0.0,18751.0,4,0
3239,1009520800,1,72.76,2,97832.0,114646.0,1,1
3240,1009520810,1,24.39,2,14445.0,48558.0,1,1
3241,1009520820,0,68.03,4,0.0,20934.0,5,0
3242,1009520830,1,26.18,1,0.0,21760.0,2,0
3243,1009520840,1,27.23,4,0.0,17830.0,1,0
3244,1009520850,1,47.21,4,0.0,13868.0,2,0
3245,1009520860,0,69.81,1,0.0,19633.0,1,0
3246,1009520870,0,44.71,4,0.0,14840.0,1,1
3247,1009520880,0,34.55,1,0.0,36552.0,1,0
3248,1009520890,1,41.98,4,7462.0,45292.0,4,0
3249,1009520900,0,40.91,4,11939.0,33792.0,3,1
3250,1009520910,0,48.75,1,0.0,14530.0,1,0
3251,1009520920,0,22.24,2,104353.0,179889.0,1,1
3252,1009520930,0,32.06,4,10711.0,53390.0,2,0
3253,1009520940,0,47.44,4,0.0,15084.0,0,1
3254,1009520950,1,57.5,1,0.0,21237.0,1,0
3255,1009520960,0,27.34,2,116186.0,95416.0,3,0
3256,1009520970,1,45.73,4,0.0,21571.0,1,1
3257,1009520980,1,38.16,4,0.0,21987.0,2,0
3258,1009520990,0,75.03,1,0.0,19014.0,0,0
3259,1009521000,0,67.94,1,0.0,18710.0,0,1
3260,1009521010,1,26.19,4,0.0,15629.0,1,1
3261,1009521020,1,67.5,1,0.0,13616.0,0,0
3262,1009521030,0,60.83,4,13918.0,21219.0,1,0
3263,1009521040,0,61.51,4,0.0,19300.0,2,0
3264,1009521050,0,38.17,1,0.0,15615.0,4,0
3265,1009521060,1,64.13,1,0.0,14679.0,2,0
3266,1009521070,1,20.25,4,0.0,33618.0,4,0
3267,1009521080,0,30.15,1,0.0,17246.0,2,1
3268,1009521090,0,63.73,4,0.0,20591.0,2,0
3269,1009521100,0,46.93,1,0.0,22122.0,1,1
3270,1009521110,0,60.15,1,0.0,16780.0,1,0
3271,1009521120,0,54.7,4,0.0,18053.0,3,1
3272,1009521130,0,57.72,1,0.0,14946.0,2,0
3273,1009521140,1,23.82,3,92161.0,113216.0,2,0
3274,1009521150,1,41.01,2,9466.0,42029.0,2,0
3275,1009521160,0,52.39,1,0.0,21836.0,2,0
3276,1009521170,1,35.89,2,5002.0,56792.0,4,0
3277,1009521180,1,49.56,4,0.0,30067.0,1,0
3278,1009521190,0,54.99,2,116344.0,94841.0,1,0
3279,1009521200,0,39.86,4,0.0,19328.0,4,0
3280,1009521210,0,70.59,3,104031.0,88246.0,0,1
3281,1009521220,1,23.82,4,0.0,17105.0,2,1
3282,1009521230,0,40.11,4,0.0,24808.0,0,1
3283,1009521240,1,44.57,2,95907.0,106518.0,3,0
3284,1009521250,1,59.69,1,0.0,16058.0,2,0
3285,1009521260,1,42.73,4,11255.0,32400.0,1,1
3286,1009521270,1,84.61,1,0.0,18525.0,2,0
3287,1009521280,1,40.87,4,6718.0,29900.0,3,0
3288,1009521290,0,71.42,1,0.0,19360.0,1,0
3289,1009521300,1,29.7,1,0.0,36766.0,2,1
3290,1009521310,0,34.69,4,0.0,26797.0,2,0
3291,1009521320,0,46.87,1,0.0,14820.0,2,0
3292,1009521330,0,47.22,4,12536.0,39614.0,3,0
3293,1009521340,1,33.97,1,0.0,20997.0,1,1
3294,1009521350,0,48.19,1,0.0,17195.0,2,0
3295,1009521360,0,27.54,1,0.0,22912.0,4,1
3296,1009521370,1,58.44,1,0.0,20879.0,3,0
3297,1009521380,1,34.51,4,0.0,15729.0,1,1
3298,1009521390,1,59.78,1,0.0,18781.0,4,0
3299,1009521400,0,42.58,4,0.0,30808.0,3,0
3300,1009521410,1,44.55,3,114047.0,208174.0,5,0
3301,1009521420,0,29.69,4,0.0,16665.0,1,1
3302,1009521430,1,45.79,4,0.0,17249.0,0,1
3303,1009521440,1,68.29,4,5720.0,44768.0,1,0
3304,1009521450,0,30.16,4,0.0,37568.0,1,1
3305,1009521460,1,34.51,4,0.0,16335.0,2,0
3306,1009521470,1,74.35,1,0.0,33158.0,2,0
3307,1009521480,0,46.46,2,93613.0,137448.0,4,0
3308,1009521490,0,56.2,1,0.0,18199.0,1,0
3309,1009521500,0,62.79,1,0.0,15057.0,2,0
3310,1009521510,0,26.14,1,0.0,21531.0,4,0
3311,1009521520,0,55.13,4,0.0,16910.0,0,1
3312,1009521530,1,34.9,2,5096.0,77325.0,5,0
3313,1009521540,1,64.88,2,9447.0,52835.0,1,0
3314,1009521550,0,32.29,1,0.0,17648.0,2,0
3315,1009521560,0,30.01,1,0.0,18788.0,1,1
3316,1009521570,1,27.45,1,0.0,16848.0,2,1
3317,1009521580,0,52.37,4,0.0,18559.0,1,0
3318,1009521590,0,26.06,1,0.0,19931.0,2,0
3319,1009521600,0,36.57,4,0.0,29935.0,2,0
3320,1009521610,0,56.99,1,0.0,20834.0,5,0
3321,1009521620,0,70.08,1,0.0,21580.0,3,0
3322,1009521630,0,71.2,1,0.0,21315.0,0,0
3323,1009521640,0,38.27,1,0.0,32993.0,0,1
3324,1009521650,1,63.71,1,0.0,20322.0,2,0
3325,1009521660,1,70.72,4,13727.0,28843.0,4,0
3326,1009521670,1,60.14,2,81781.0,95592.0,5,0
3327,1009521680,1,71.53,1,0.0,28466.0,3,0
3328,1009521690,1,46.59,1,0.0,22943.0,2,0
3329,1009521700,1,41.76,1,0.0,21228.0,2,0
3330,1009521710,0,47.18,1,0.0,33461.0,2,0
3331,1009521720,0,65.6,4,0.0,14825.0,0,0
3332,1009521730,0,24.14,1,0.0,13478.0,4,1
3333,1009521740,0,66.44,1,0.0,16561.0,2,0
3334,1009521750,0,21.13,1,0.0,22159.0,4,0
3335,1009521760,1,21.03,4,10140.0,27048.0,0,1
3336,1009521770,1,73.23,1,0.0,35946.0,1,0
3337,1009521780,0,68.76,4,0.0,14159.0,1,0
3338,1009521790,0,31.48,1,0.0,15981.0,2,0
3339,1009521800,1,85.9,4,0.0,16657.0,2,1
3340,1009521810,0,31.38,4,0.0,15149.0,2,0
3341,1009521820,0,34.41,1,0.0,26901.0,2,0
3342,1009521830,0,45.64,1,0.0,36060.0,5,0
3343,1009521840,0,32.95,1,0.0,20643.0,4,0
3344,1009521850,0,61.74,3,118024.0,109031.0,3,0
3345,1009521860,0,50.64,4,0.0,24590.0,3,0
3346,1009521870,1,29.37,4,0.0,16701.0,1,0
3347,1009521880,1,79.13,1,0.0,16444.0,2,0
3348,1009521890,1,47.97,1,0.0,14028.0,0,1
3349,1009521900,1,45.52,4,0.0,37144.0,1,0
3350,1009521910,0,52.52,1,0.0,36848.0,5,0
3351,1009521920,0,32.43,1,0.0,21872.0,2,0
3352,1009521930,0,22.4,4,5566.0,58691.0,1,0
3353,1009521940,0,54.68,1,0.0,30413.0,2,0
3354,1009521950,1,59.93,1,0.0,14577.0,2,0
3355,1009521960,1,59.5,1,0.0,18127.0,5,0
3356,1009521970,1,44.02,4,10105.0,47283.0,4,0
3357,1009521980,1,49.51,1,0.0,34859.0,2,0
3358,1009521990,0,34.51,2,94752.0,85470.0,2,0
3359,1009522000,0,25.56,1,0.0,15399.0,4,0
3360,1009522010,1,72.72,4,7648.0,23328.0,5,0
3361,1009522020,1,55.43,4,9748.0,54655.0,2,0
3362,1009522030,1,50.21,1,0.0,31923.0,4,0
3363,1009522040,0,25.0,4,0.0,17191.0,2,1
3364,1009522050,0,89.95,4,0.0,20147.0,5,0
3365,1009522060,0,65.94,4,0.0,21970.0,5,0
3366,1009522070,0,59.38,4,0.0,28380.0,2,0
3367,1009522080,1,23.05,1,0.0,15927.0,1,0
3368,1009522090,0,73.42,1,0.0,31532.0,2,0
3369,1009522100,0,48.6,4,0.0,20440.0,0,1
3370,1009522110,0,32.94,2,12185.0,23049.0,0,1
3371,1009522120,1,33.12,2,7992.0,39512.0,2,0
3372,1009522130,0,46.25,4,0.0,13152.0,4,0
3373,1009522140,1,30.84,3,71442.0,121544.0,2,0
3374,1009522150,1,56.64,1,0.0,20795.0,0,0
3375,1009522160,1,31.15,1,0.0,17531.0,4,0
3376,1009522170,1,37.71,1,0.0,33661.0,2,0
3377,1009522180,0,37.63,1,0.0,25923.0,3,0
3378,1009522190,1,53.55,4,0.0,13985.0,3,0
3379,1009522200,1,72.77,1,0.0,20381.0,2,0
3380,1009522210,1,74.04,4,0.0,13403.0,2,0
3381,1009522220,1,23.13,2,11783.0,29416.0,3,1
3382,1009522230,0,40.45,4,12974.0,44245.0,2,0
3383,1009522240,1,60.05,1,0.0,20645.0,2,0
3384,1009522250,0,47.04,1,0.0,13860.0,4,0
3385,1009522260,1,57.81,4,0.0,23262.0,1,1
3386,1009522270,0,85.74,1,0.0,14349.0,1,0
3387,1009522280,0,49.57,4,0.0,16358.0,1,0
3388,1009522290,0,56.24,1,0.0,27732.0,4,0
3389,1009522300,1,44.03,1,0.0,20022.0,5,0
3390,1009522310,1,51.29,1,0.0,14875.0,1,0
3391,1009522320,1,53.68,4,0.0,20232.0,4,0
3392,1009522330,0,35.7,4,0.0,19011.0,1,0
3393,1009522340,0,37.27,3,96781.0,128606.0,2,0
3394,1009522350,1,30.41,4,7326.0,60982.0,2,0
3395,1009522360,0,21.09,1,0.0,20138.0,4,0
3396,1009522370,0,20.25,2,11938.0,25513.0,2,1
3397,1009522380,0,57.29,1,0.0,17785.0,4,0
3398,1009522390,1,59.98,2,7497.0,24562.0,2,0
3399,1009522400,0,24.4,4,0.0,17830.0,5,0
3400,1009522410,1,89.76,1,0.0,19422.0,1,0
3401,1009522420,1,61.46,1,0.0,19457.0,2,0
3402,1009522430,1,40.41,4,0.0,19229.0,2,1
3403,1009522440,1,23.33,1,0.0,18591.0,3,0
3404,1009522450,0,32.74,1,0.0,24020.0,2,1
3405,1009522460,1,37.81,2,9904.0,25504.0,2,0
3406,1009522470,1,51.69,1,0.0,22567.0,2,0
3407,1009522480,0,50.87,1,0.0,19302.0,1,0
3408,1009522490,0,49.34,1,0.0,15578.0,5,0
3409,1009522500,1,34.81,4,13401.0,38259.0,0,1
3410,1009522510,0,60.57,1,0.0,19669.0,3,0
3411,1009522520,0,27.92,1,0.0,18379.0,5,1
3412,1009522530,0,58.1,1,0.0,18200.0,2,0
3413,1009522540,1,54.89,2,102633.0,109487.0,4,0
3414,1009522550,1,54.9,4,0.0,22782.0,5,0
3415,1009522560,0,54.77,1,0.0,27813.0,1,0
3416,1009522570,1,25.78,4,0.0,16752.0,1,1
3417,1009522580,0,43.08,2,14669.0,56740.0,1,0
3418,1009522590,0,53.13,1,0.0,26739.0,1,0
3419,1009522600,1,64.7,4,0.0,33919.0,1,0
3420,1009522610,0,70.25,4,0.0,20030.0,2,0
3421,1009522620,0,52.51,1,0.0,15258.0,4,0
3422,1009522630,0,34.32,4,0.0,15634.0,2,0
3423,1009522640,0,43.88,1,0.0,21803.0,1,1
3424,1009522650,1,72.58,4,0.0,22884.0,1,0
3425,1009522660,0,72.94,1,0.0,21145.0,3,0
3426,1009522670,0,49.66,1,0.0,21812.0,2,0
3427,1009522680,0,45.12,1,0.0,29792.0,1,1
3428,1009522690,0,65.79,1,0.0,25891.0,4,0
3429,1009522700,0,23.43,3,90741.0,112369.0,2,0
3430,1009522710,0,52.04,1,0.0,21983.0,3,0
3431,1009522720,0,52.23,1,0.0,17513.0,1,0
3432,1009522730,1,75.91,1,0.0,18035.0,4,0
3433,1009522740,0,44.56,1,0.0,22787.0,2,0
3434,1009522750,0,59.61,4,0.0,28614.0,5,0
3435,1009522760,0,35.13,4,0.0,27251.0,2,0
3436,1009522770,1,39.13,4,0.0,13911.0,2,0
3437,1009522780,0,47.68,1,0.0,20981.0,2,0
3438,1009522790,0,61.18,1,0.0,21328.0,2,0
3439,1009522800,0,48.71,1,0.0,16379.0,4,0
3440,1009522810,1,53.84,1,0.0,15375.0,4,0
3441,1009522820,1,51.18,1,0.0,16491.0,2,0
3442,1009522830,1,51.59,1,0.0,13333.0,1,0
3443,1009522840,0,37.8,1,0.0,21761.0,4,0
3444,1009522850,1,46.83,3,81822.0,175066.0,2,0
3445,1009522860,1,43.42,1,0.0,18478.0,1,0
3446,1009522870,0,36.08,1,0.0,20984.0,3,0
3447,1009522880,0,50.71,2,100808.0,167502.0,0,0
3448,1009522890,1,39.09,1,0.0,14718.0,1,1
3449,1009522900,0,89.18,1,0.0,30158.0,2,0
3450,1009522910,1,58.69,4,0.0,22986.0,2,1
3451,1009522920,0,21.35,1,0.0,15307.0,3,1
3452,1009522930,1,31.25,1,0.0,15886.0,1,1
3453,1009522940,0,27.53,1,0.0,26984.0,2,0
3454,1009522950,1,24.78,4,0.0,14579.0,2,0
3455,1009522960,0,78.75,1,0.0,17446.0,2,0
3456,1009522970,1,33.3,1,0.0,21880.0,2,0
3457,1009522980,1,52.22,4,0.0,17073.0,1,0
3458,1009522990,0,25.44,3,102786.0,115630.0,2,1
3459,1009523000,0,31.19,3,99859.0,128021.0,2,1
3460,1009523010,0,75.32,1,0.0,25213.0,2,0
3461,1009523020,0,58.01,1,0.0,22726.0,0,1
3462,1009523030,1,24.64,1,0.0,13566.0,2,1
3463,1009523040,1,40.09,1,0.0,18426.0,1,0
3464,1009523050,0,39.84,4,0.0,16080.0,3,0
3465,1009523060,1,65.07,1,0.0,18629.0,1,0
3466,1009523070,1,43.93,4,14002.0,50205.0,0,1
3467,1009523080,0,56.45,4,0.0,17613.0,5,0
3468,1009523090,0,31.88,1,0.0,19075.0,3,0
3469,1009523100,1,30.36,4,0.0,20200.0,1,0
3470,1009523110,1,32.27,4,0.0,31586.0,4,0
3471,1009523120,0,54.48,1,0.0,18600.0,5,0
3472,1009523130,0,51.79,1,0.0,18195.0,2,1
3473,1009523140,1,52.97,4,0.0,35350.0,1,0
3474,1009523150,1,42.46,1,0.0,21376.0,5,0
3475,1009523160,1,51.59,3,88504.0,86336.0,1,0
3476,1009523170,1,60.26,4,0.0,14464.0,1,1
3477,1009523180,0,49.9,1,0.0,17377.0,0,0
3478,1009523190,0,35.77,4,0.0,15808.0,1,1
3479,1009523200,1,75.12,1,0.0,19032.0,1,0
3480,1009523210,1,65.72,1,0.0,14801.0,1,1
